TIMESTAMP,RECORD,BattV,calibrated_wind_speed
2025-01-30 15:02:00,27031.0,12.7,6.111
2025-01-30 15:03:00,27032.0,12.7,6.851
2025-01-30 15:04:00,27033.0,12.7,6.843
2025-01-30 15:05:00,27034.0,12.7,6.743
2025-01-30 15:06:00,27035.0,12.7,6.327
2025-01-30 15:07:00,27036.0,12.7,5.838
2025-01-30 15:08:00,27037.0,12.7,5.691
2025-01-30 15:09:00,27038.0,12.7,6.142
2025-01-30 15:10:00,27039.0,12.7,5.987
2025-01-30 15:11:00,27040.0,12.7,6.07
2025-01-30 15:12:00,27041.0,12.7,5.69
2025-01-30 15:13:00,27042.0,12.7,6.332
2025-01-30 15:14:00,27043.0,12.7,6.039
2025-01-30 15:15:00,27044.0,12.7,5.539
2025-01-30 15:16:00,27045.0,12.7,5.482
2025-01-30 15:17:00,27046.0,12.7,6.139
2025-01-30 15:18:00,27047.0,12.7,5.758
2025-01-30 15:19:00,27048.0,12.7,5.304
2025-01-30 15:20:00,27049.0,12.7,5.241
2025-01-30 15:21:00,27050.0,12.7,5.175
2025-01-30 15:22:00,27051.0,12.7,5.296
2025-01-30 15:23:00,27052.0,12.7,4.9959999999999996
2025-01-30 15:24:00,27053.0,12.7,4.886
2025-01-30 15:25:00,27054.0,12.7,4.723
2025-01-30 15:26:00,27055.0,12.7,5.518
2025-01-30 15:27:00,27056.0,12.7,5.536
2025-01-30 15:28:00,27057.0,12.7,6.895
2025-01-30 15:29:00,27058.0,12.7,6.637
2025-01-30 15:30:00,27059.0,12.7,6.925
2025-01-30 15:31:00,27060.0,12.7,6.712
2025-01-30 15:32:00,27061.0,12.7,7.24
2025-01-30 15:33:00,27062.0,12.7,6.266
2025-01-30 15:34:00,27063.0,12.7,6.941
2025-01-30 15:35:00,27064.0,12.7,6.844
2025-01-30 15:36:00,27065.0,12.7,7.076
2025-01-30 15:37:00,27066.0,12.7,7.143
2025-01-30 15:38:00,27067.0,12.7,7.312
2025-01-30 15:39:00,27068.0,12.7,6.505
2025-01-30 15:40:00,27069.0,12.7,6.7139999999999995
2025-01-30 15:41:00,27070.0,12.7,6.092
2025-01-30 15:42:00,27071.0,12.7,4.956
2025-01-30 15:43:00,27072.0,12.7,5.438
2025-01-30 15:44:00,27073.0,12.7,6.35
2025-01-30 15:45:00,27074.0,12.7,5.571
2025-01-30 15:46:00,27075.0,12.7,6.4879999999999995
2025-01-30 15:47:00,27076.0,12.7,5.985
2025-01-30 15:48:00,27077.0,12.7,6.327
2025-01-30 15:49:00,27078.0,12.7,6.175
2025-01-30 15:50:00,27079.0,12.7,6.198
2025-01-30 15:51:00,27080.0,12.7,6.475
2025-01-30 15:52:00,27081.0,12.7,5.822
2025-01-30 15:53:00,27082.0,12.7,5.719
2025-01-30 15:54:00,27083.0,12.7,5.923
2025-01-30 15:55:00,27084.0,12.7,6.039
2025-01-30 15:56:00,27085.0,12.7,5.961
2025-01-30 15:57:00,27086.0,12.7,5.931
